Section,Question,Answer,processed_question
General Finance,what is equity financing?,"Equity financing is raising money by issuing shares of ownership in a company. Unlike debt, it doesn't need to be repaid, but ownership is diluted.",equity financing
General Finance,what is debt financing?,Debt financing is borrowing money — through loans or bonds — that must be repaid with interest. It doesn't dilute ownership but creates a repayment obligation.,debt financing
General Finance,what is a line of credit?,A line of credit is a flexible borrowing facility from a bank where you can withdraw up to a set limit as needed and pay interest only on the amount used.,line credit
General Finance,what is solvency?,Solvency is the ability of a person or company to meet long-term financial obligations. Insolvent means liabilities exceed assets.,solvency
Customer Service,how do i dispute a failed atm withdrawal?,Call your bank's helpline immediately or raise a complaint through net banking. The bank must refund within 5 days or pay ₹100/day compensation.,dispute failed atm withdrawal
Customer Service,how do i get a no-objection certificate from a bank?,"After fully repaying a loan, request an NOC at the branch. It's usually issued within 3–7 working days confirming the loan is closed.",get noobjection certificate bank
Customer Service,how do i change my bank account's email id?,"Log in to net banking and update email under account settings, or visit the branch. An OTP to your mobile will confirm the change.",change bank accounts email id
Customer Service,how do i request a bank reference letter?,Visit your branch and request a bank reference or confirmation letter. It confirms your account existence and is usually issued within 2–3 working days.,request bank reference letter
Customer Service,how do i close my ppf account prematurely?,PPF allows premature closure only after 5 years for medical treatment or higher education. You receive the corpus minus a 1% interest penalty.,close ppf account prematurely
Customer Service,how do i update my address in aadhaar through the bank?,You cannot update Aadhaar through a bank. Visit an Aadhaar Seva Kendra or do it online at myaadhaar.uidai.gov.in with valid address proof.,update address aadhaar bank
Customer Service,how do i activate push notifications for my bank account?,"Log in to your mobile banking app, go to notification settings, and enable push alerts for credits, debits, logins, and low balance warnings.",activate push notifications bank account
Customer Service,how do i set a transaction limit for my upi?,"UPI limits are set by RBI and your bank. Within the allowed ceiling, you can adjust daily transfer limits in the UPI app's settings section.",set transaction limit upi
Customer Service,how do i apply for a loan balance transfer?,"Apply to the new bank with your existing loan statements, property papers (for home loan), and income documents. On approval, the new bank pays off the old lender.",apply loan balance transfer
Customer Service,how do i check the status of my credit card application?,"Use the bank's application tracking portal, mobile app, or call the helpline with your reference number to check approval, pending, or rejected status.",check status credit card application
Customer Service,how do i split fd into multiple accounts?,"While opening an FD, you can choose to split the amount into multiple FDs of different tenures or amounts, giving you staggered maturity dates for liquidity.",split fd multiple accounts
Insurance & Govt Schemes,what is the claim process for pmjjby?,"In case of the insured's death, the nominee submits the claim form with death certificate, bank passbook copy, and identity proof to the insured's bank branch.",claim process pmjjby
Insurance & Govt Schemes,what is the claim process for pmsby?,"The nominee submits a claim form with accident report (FIR or panchnama), death/disability certificate, and bank details to the bank branch within 30 days.",claim process pmsby
Insurance & Govt Schemes,what is the dbt payment mode?,"Direct Benefit Transfer (DBT) directly credits government benefits — subsidies, scholarships, MNREGA wages — to the beneficiary's Aadhaar-linked bank account.",dbt payment mode
